Community,Community Address,Community,Build Year,Buiding_Type,Maintenance_Cost,Company,Developer,Total_Building,Total_House
上川路1638弄,(浦东曹路)上川路1638弄,5.01E+12,2000年建成,板楼,0.45元/平米/月,上海曹路物业有限公司,上海曹路房地产开发经营公司,4栋,62户
华府188,"(浦东川沙)华戴路299弄, 绣川路532号, 绣川路534号, 绣川路520号",5.01E+12,2016年建成,板楼,4元/平米/月,绿城物业,上海宸盛置业有限公司,11栋,225户
金地城三期御领,(浦东惠南)拱北路670弄,5.01E+12,2013年建成,板楼,1.6元/平米/月,暂无信息,上海甬申置业有限公司,16栋,493户
南桥小区,"(浦东川沙)南桥路297弄, 南桥路289号, 南桥路291号, 南桥路293号, 南桥路295号, 南桥路299号, 南桥路301号, 南桥路303号, 南桥路305号, 南桥路307号, 南桥路309号, 南桥路311号, 南桥路313号",5.01E+12,1982年建成,板楼,0.3至0.35元/平米/月,暂无信息,暂无信息,31栋,448户
万业梦立方,(松江泗泾)泗通路688弄,5.01E+12,2014年建成,板楼,2.75元/平米/月,上海万业企业爱佳物业服务有限公司,上海万裕房地产开发有限公司,29栋,672户
龙湖紫悦湾(公寓),(青浦赵巷)崧甘路33弄,5.01E+12,2015年建成,板楼,3.3元/平米/月,重庆新龙湖物业服务有限公司,上海恒卓房地产有限公司,5栋,296户
莘沥路20弄,(闵行莘庄)莘沥路20弄,5.01E+12,1994年建成,板楼,0.35至0.6元/平米/月,暂无信息,上海物业,10栋,130户
潼港七村,(浦东外高桥)潼港七村,5.01E+12,1993年建成,板楼,0.7元/平米/月,上海浦东新区潼港物业管理部,上海潼港置业有限公司,14栋,168户
国年路160弄,(杨浦五角场)国年路160弄,5.01E+12,2002年建成,板楼,0.83元/平米/月,上海复旦大学物业管理,上海复旦科技园股份有限公司,7栋,126户
桃园坊,(松江松江老城)桃园坊,5.01E+12,1978年建成,板楼,0.3元/平米/月,暂无信息,暂无信息,20栋,227户
森兰名轩,(浦东金桥)兰谷路2500弄,5.01E+12,2015年建成,板楼,3.9元/平米/月,东湖物业,上海同运置业有限公司,23栋,506户
华港花园,(浦东川沙)新德路1058弄,5.01E+12,1993年建成,板楼,0.4元/平米/月,上海申华物业有限公司,上海华港房地产有限公司,16栋,192户
公元新村,(浦东周浦)公元新村（1-66号）,5.01E+12,1977年建成,板楼,0.7元/平米/月,上海周房物业管理有限公司,上海周房物业管理有限公司,63栋,1355户
隆安大楼,(金山石化)金山区石化隆安大楼,5.01E+12,1994年建成,塔楼,暂无信息,暂无信息,暂无信息,1栋,220户
车站南路12号,(浦东惠南)车站南路12号,5.01E+12,1994年建成,板楼,0.3元/平米/月,上海南汇惠房物业管理有限公司,上海临港南汇新城经济发展有限公司,6栋,90户
彩虹新村,(浦东惠南)彩虹新村,5.01E+12,1997年建成,板楼,0.36元/平米/月,上海彩虹房屋物业管理有限公司,彩虹房地产,19栋,222户
惠丰园小区,(浦东惠南)惠丰园小区,5.01E+12,1994年建成,板楼,0.3元/平米/月,上海鑫源物业公司,青岛良友房地产开发有限公司,13栋,154户
振兴新村,(浦东惠南)振兴新村,5.01E+12,1985年建成,板楼,0.3元/平米/月,自主物业,上海振兴房地产开发有限公司,7栋,74户
中山北路197弄,(静安闸北公园)中山北路197弄,5.01E+12,1982年建成,板楼,0.6元/平米/月,上海茂盛物业管理有限公司,上海兴海房产综合开发公司,5栋,162户
曙光路25弄,(浦东川沙)曙光路25弄,5.01E+12,1991年建成,板楼,0.5元/平米/月,吉利物业,暂无信息,17栋,188户
园西二居,"(浦东川沙)城南路627弄1支弄, 城南路627弄2支弄, 城南路627弄3支弄, 城南路707号, 城南路677号",5.01E+12,1988年建成,板楼,0.4至0.5元/平米/月,上海浦东物业管理公司,浦东房地产开发公司,46栋,514户
川南奉公路3424弄,(浦东川沙)川南奉公路3424弄,5.01E+12,1998年建成,板楼,0.3至0.45元/平米/月,晨阳物业,暂无信息,36栋,363户
河滨小区,"(浦东川沙)城南路356弄, 城南路368弄, 城南路374弄, 城南路380弄, 城南路362弄",5.01E+12,1977年建成,板楼,0.68至2.38元/平米/月,上海浦东新区新川物业公司,上海宝通房产经营开发公司,33栋,662户
新川路742弄,(浦东川沙)新川路742弄,5.01E+12,1993年建成,板楼,0.35元/平米/月,吉利物业,暂无信息,12栋,130户
上溶新村,(浦东南码头)上溶新村,5.01E+12,1956年建成,板楼,0.6元/平米/月,振南物业,振南集团,10栋,228户
妙龙小区,(浦东川沙)川环南路1223弄,5.01E+12,1994年建成,板楼,0.6元/平米/月,上海佳龙物业公司,上海王桥工业区联合投资开发公司,8栋,96户
尚光徐汇中心,"(徐汇徐家汇)宜山路407-1号（金座）, 宜山路407-2号（银座）",5.01E+12,2015年建成,塔楼,8元/平米/月,上海万科物业管理公司,上海住建创意投资有限公司,2栋,722户
景港名人苑,(青浦盈浦)港俞路1088弄,5.01E+12,2008年建成,板楼,1.2至1.85元/平米/月,青房物业,上海市淀山湖新城区景港缘房地产开发建设有限公司,69栋,800户
大名城名郡,"(嘉定安亭)秦安路27弄, 秦安路3号",5.01E+12,2013年建成,板楼,2.45元/平米/月,上海莘闵物业管理有限公司,上海名城汇实业有限公司,9栋,832户
海盈新村,(青浦盈浦)海盈新村,5.01E+12,1994年建成,板楼,暂无信息,上海青浦第一物业管理有限公司,中国人民政府上海市建委,10栋,193户
航星二村,(奉贤南桥)航星二村,5.01E+12,1998年建成,板楼,0.96元/平米/月,金维邦物业,上海金维邦物业管理有限公司,60栋,244户
中洲里程,"(浦东新场)新环北路1373弄, 新环北路1333弄, 新环北路1369号, 新环北路1375",5.01E+12,2015年建成,板楼,2.9元/平米/月,中洲物业,中洲控股(上海)上海深长城地产有限公司,31栋,1213户
沂南路42弄,"(浦东南码头)沂南路42弄, 沂南路38号, 沂南路40号, 沂南路44号, 沂南路46号, 沂南路48号",5.01E+12,1979年建成,板楼,0.8元/平米/月,振南物业,振南集团,11栋,252户
莲安东路80弄,(浦东北蔡)莲安东路80弄,5.01E+12,1994年建成,板楼,0.48元/平米/月,浦房物业服务中心有限公司,上海绿地集团,14栋,240户
德华路226弄,(嘉定南翔)德华路226弄,5.01E+12,1998年建成,板楼,0.6元/平米/月,上海南翔物业管理有限公司,嘉宝地产,8栋,96户
盛世春晓苑,(浦东曹路)民春路501弄,5.01E+12,2009年建成,板楼,1元/平米/月,上海曹路物业有限公司,上海万博盛世置业有限公司,46栋,784户
大陆家宅,(浦东洋泾)大陆家宅,5.01E+12,1983年建成,板楼,0.4元/平米/月,洋泾物业,上海建工集团,3栋,72户
三弦海上金街,(闵行浦江)三鲁公路3003弄,5.01E+12,2018年建成,板楼,15元/平米/月,暂无信息,三弦（上海）资产管理有限公司,142栋,812户
安居瑶成湾花园,(普陀长风)梅川路258弄,5.01E+12,2004年建成,板楼,1.5元/平米/月,上海安馨物业管理有限公司,上海安居置业有限公司,8栋,179户
国顺路375弄,(杨浦五角场)国顺路375弄,5.01E+12,1986年建成,板楼,0.5元/平米/月,上海凯晨物业管理有限公司,卫百辛集团,8栋,198户
华科东路180弄,(青浦夏阳)华科东路180弄,5.01E+12,2008年建成,板楼,1.9至3.5元/平米/月,上海东渡物业管理有限责任公司,上海俊鑫房地产开发有限公司,3栋,170户
白大楼,"(普陀武宁)中山北路2380号, 中山北路2390号, 中山北路2410号",5.01E+12,1986年建成,塔楼,0.3至1.3元/平米/月,暂无信息,无,3栋,626户
浦南园,(奉贤南桥)环城东路1857弄,5.01E+12,2004年建成,板楼,0.61至1.2元/平米/月,上海良友物业管理有限公司,上海市奉贤区住宅建设总公司,54栋,613户
真北路1143弄,(普陀长征)真北路1143弄,5.01E+12,1994年建成,板楼,0.5元/平米/月,海尔斯物业,青岛真源置业有限公司,6栋,96户
海安大楼,(金山石化)海安大楼,5.01E+12,1990年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,100户
水利新村,(浦东惠南)水利新村,5.01E+12,1979年建成,板楼,0.5元/平米/月,万达物业,天津投资有限公司,10栋,109户
惠北新村,(浦东惠南)惠北新村,5.01E+12,1982年建成,板楼,0.5元/平米/月,上海南汇惠房物业管理有限公司,暂无信息,15栋,193户
合生时代锦苑(别墅),(浦东三林)西营南路518弄,5.01E+12,2015年建成,板楼,4.5元/平米/月,绿城物业,合生三麟房地产开发有限公司,26栋,108户
军民花苑,"(奉贤南桥)军民花苑, 南亭公路227-229号(单号)",5.01E+12,1998年建成,板楼,0.4元/平米/月,供销社物业,上海东上海联合置业有限公司,18栋,186户
江海新村,"(奉贤南桥)江海新村, 育秀路906号",5.01E+12,1989年建成,板楼,0.5元/平米/月,上海昌悦物业管理有限公司,南桥房产开发有限公司,504栋,6075户
庙泾新村,(奉贤南桥)庙泾新村,5.01E+12,2006年建成,板楼,0.7元/平米/月,金维邦物业,上海华馨置业有限公司,44栋,454户
西街421弄,"(闵行莘庄)西街421弄, 莘浜路421弄",5.01E+12,1982年建成,板楼,0.35元/平米/月,上海莘旺物业管理有限公司,上海国融莘闵置业有限公司,6栋,96户
莲中路191弄,(浦东北蔡)莲中路191弄,5.01E+12,1993年建成,板楼,0.8元/平米/月,上海莲溪物业管理有限公司,嘉宝房产,4栋,48户
中锐龙湾1号,(金山山阳)海芙路228弄,5.01E+12,2009年建成,板楼,1.95元/平米/月,上海深和平物业管理有限公司,上海中锐置业有限公司,288栋,742户
泰宸舒庭,(嘉定安亭)阜康西路28弄,5.01E+12,2004年建成,板楼,1.6元/平米/月,惠裕物业,上海冠鸿置业发展有限公司,10栋,181户
古华B区,(奉贤南桥)古华B区,5.01E+12,1993年建成,板楼,1.2元/平米/月,上海永佳物业管理有限公司,上海江海置业有限公司,49栋,604户
园丁楼,(浦东金杨)金桥路1250弄,5.01E+12,1996年建成,板楼,1.5元/平米/月,自主物业,上海浦东开发公司,8栋,108户
金厦苑,(浦东川沙)南桥路983弄,5.01E+12,1999年建成,板楼,1.5元/平米/月,东莲物业,永达集团,20栋,220户
新德五村,(浦东川沙)新德路604弄,5.01E+12,1994年建成,板楼,0.36元/平米/月,万晟物业,上海浦东开发公司,10栋,216户
汇通新村,(浦东惠南)汇通新村,5.01E+12,1994年建成,板楼,0.25元/平米/月,上海南汇惠房物业管理有限公司,上海宏基房产开发有限公司,15栋,151户
止园小区,(静安西藏北路)西藏北路1000弄,5.01E+12,1988年建成,板楼,0.8元/平米/月,上海凯兴物业管理有限公司,上海凯兴物业管理有限公司,3栋,112户
临汾路828弄,(静安彭浦)临汾路828弄,5.01E+12,1993年建成,板楼,0.8元/平米/月,上海北安物业管理有限公司,暂无信息,6栋,108户
延吉中路320弄,(杨浦黄兴公园)延吉中路320弄,5.01E+12,1985年建成,板楼,0.8元/平米/月,上海控江物业管理有限公司,卫百辛集团,12栋,258户
菊泉公寓,(宝山顾村)菊泉街515弄,5.01E+12,2001年建成,板楼,0.98元/平米/月,自主物业,菊泉房地产开发有限公司,10栋,104户
南田公寓,(浦东惠南)南田公寓,5.01E+12,1996年建成,板楼,0.3元/平米/月,上海鑫源物业公司,暂无信息,8栋,78户
栖山路450弄,(浦东洋泾)栖山路450弄,5.01E+12,1995年建成,板楼,0.6元/平米/月,洋泾物业,阳光房产发展有限公司,4栋,70户
天后宫大楼,(浦东陆家嘴)浦东南路1200号,5.01E+12,1989年建成,塔楼,0.8元/平米/月,蒲华物业,青岛良友房地产开发有限公司,1栋,192户
复兴珑御,"(黄浦老西门)复兴东路1188弄, 西藏南路699弄",5.01E+12,2015年建成,板楼,8.8元/平米/月,第一太平戴维斯物业顾问（上海）有限公司,上海万业企业老西门置业发展有限公司,9栋,746户
金旭花园,(金山山阳)金旭花园,5.01E+12,1997年建成,板楼,0.8元/平米/月,暂无信息,暂无信息,29栋,341户
玉兰新村,(金山山阳)玉兰新村,5.01E+12,1995年建成,板楼,0.8元/平米/月,暂无信息,暂无信息,27栋,159户
凤凰新村,"(松江松江老城)凤凰新村, 乐都支路52号",5.01E+12,1978年建成,板楼,0.7元/平米/月,上海孜诚置业有限公司,重庆汇东房地产开发有限公司,35栋,495户
菊花苑,(奉贤西渡)菊花苑,5.01E+12,1999年建成,板楼,0.24元/平米/月,景城物业,上海西渡房产开发有限公司,24栋,256户
蓬莱苑,(青浦夏阳)蓬莱苑,5.01E+12,2003年建成,板楼,0.7元/平米/月,暂无信息,暂无信息,15栋,155户
新建路82弄(浦东),(浦东川沙)新建路82弄,5.01E+12,1995年建成,板楼,0.45至0.55元/平米/月,晨阳物业,上海江镇房地产开发商,27栋,280户
岱岚大楼,(金山石化)金山区石化岱岚大楼,5.01E+12,1987年建成,塔楼,暂无信息,暂无信息,暂无信息,1栋,120户
菊泉街488弄,(宝山顾村)菊泉街488弄,5.01E+12,1994年建成,板楼,0.75元/平米/月,菊泉物业,上海古北顾村置业有限公司,10栋,118户
国年路102弄,(杨浦五角场)国年路102弄,5.01E+12,1974年建成,板楼,0.8元/平米/月,上海凯晨物业管理有限公司,卫百辛集团,14栋,244户
奎照路791弄,(虹口凉城)奎照路791弄,5.01E+12,1997年建成,板楼,0.8元/平米/月,上海建纬物业管理有限公司,四金房产,15栋,180户
嘉川公寓,(徐汇华东理工)嘉川路225弄,5.01E+12,2006年建成,板楼,1.5元/平米/月,冠生园物业,上海冠生园置业发展有限公司,2栋,87户
陆家嘴红醍半岛(别墅),"(闵行浦江)江柳路888弄, 江柳路889弄, 江柳路889弄1-195号",5.01E+12,2000年建成,板楼/塔板结合,3.2至3.5元/平米/月,上海陆家嘴物业管理有限公司,上海陆家嘴浦江置业有限公司,210栋,314户
建发玖珑湾,"(松江泗泾)外婆泾路299弄, 外婆泾路315号",5.01E+12,2016年建成,板楼,2.68元/平米/月,怡家园物业管理有限公司,上海兆升房地产开发有限公司,26栋,735户
仁恒公园世纪,(浦东杨东)银融路88弄,5.01E+12,2016年建成,板楼,5.3至6.5元/平米/月,上海仁恒物业管理有限公司,上海仁品房地产开发有限公司,11栋,725户
九龙仓滨江壹十八,(浦东塘桥)浦明路1199弄,5.01E+12,2015年建成,板楼,12元/平米/月,第一太平戴维斯物业管理有限公司,上海莉源房地产开发有限公司,15栋,490户
公园路348号,(青浦夏阳)公园路348号,5.01E+12,1998年建成,板楼,暂无信息,暂无信息,暂无信息,2栋,40户
舜峰家苑,(浦东曹路)海鹏路301弄,5.01E+12,2010年建成,板楼,1.08元/平米/月,上海昌悦物业管理有限公司,舜峰地产物业有限公司,38栋,1418户
海高新村,(浦东外高桥)海高新村（海春路65弄）,5.01E+12,1993年建成,板楼,0.5元/平米/月,学前物业,上海城建置业发展有限公司,21栋,350户
仁和都市花园,(浦东御桥)御水路555弄,5.01E+12,2015年建成,板楼,3.2元/平米/月,上海联源物业发展有限公司,上海佳地置业有限公司,40栋,946户
三泉路332弄,(静安彭浦)三泉路332弄,5.01E+12,1990年建成,板楼,0.8元/平米/月,上海北安物业管理有限公司,北方集团,16栋,432户
森兰名佳,(浦东高东)兰嵩路500弄,5.01E+12,2013年建成,板楼,3.5元/平米/月,彩生活物业,上海外高桥股份开发有限公司,10栋,299户
南码头路144弄,(浦东南码头)南码头路144弄,5.01E+12,1975年建成,板楼,0.35元/平米/月,暂无信息,暂无信息,10栋,250户
丝庐雅苑(别墅),"(浦东新场)申江南路7777弄,申江南路7677弄",5.01E+12,2012年建成,板楼,2.3元/平米/月,众凯物业,上海徐房房地产开发有限公司,265栋,265户
湖畔天下(商业类),(嘉定南翔)瑞林路800弄,5.01E+12,2015年建成,塔楼/板楼,8元/平米/月,家利物业管理（上海）有限公司,上海和雅房地产开发有限公司,2栋,221户
湖畔天下(别墅),"(嘉定南翔)瑞林路1280弄, 瑞林路800弄, 芳林路1357弄1-348号",5.01E+12,2012年建成,板楼,3.6元/平米/月,家利物业管理（上海）有限公司,上海和雅房地产开发有限公司,687栋,704户
黄兴路1039弄,(杨浦控江路)黄兴路1039弄,5.01E+12,1956年建成,板楼,0.25元/平米/月,四平物业,卫百辛集团,36栋,781户
宝华海尚郡领(别墅),(浦东北蔡)成山路2388号,5.01E+12,2014年建成,板楼,2.88至4元/平米/月,上海安荣物业管理服务有限公司,上海香溢房地产有限公司,49栋,49户
立新中路82弄,(奉贤南桥)立新中路82弄,5.01E+12,1996年建成,板楼,0.5元/平米/月,暂无信息,暂无信息,8栋,84户
新南街560弄,(松江新桥)新南街560弄,5.01E+12,2004年建成,板楼,1.2元/平米/月,暂无信息,上海乐伟房地产开发有限公司,7栋,76户
